Year,EMPLOYER_ID,NAME,ADDRESS_1,ADDRESS_2,CITY,STATE,ZIP,COUNTRY,PHONE,FAX,CREATED_DATE,ACTIVE
2015,9721,LAZ Parking,33 W. Monroe,,Chicago,IL,60603,United States,312-577-7985,,11/26/2013,Y
2012,4258,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2011,4482,Thompson Coburn LLP,55 E Monroe - 37th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2012,4551,Exxon Mobil Corp.,"c/o Nielsen, Merksamer, et.al., 2350 Kerner Blvd, Ste. 250",,San Rafael,CA,94901,United States,415-389-6800,415-388-6874,,Y
2013,4121,"Global Solutions Group, LLC",1024 N. Crosby St.,,Chicago,IL,60610,United States,312-404-9797,,,Y
2012,4407,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4114,,,Y
2012,5661,"Conlon & Dunn Public Strategies, Inc","350 N. LaSalle St., Ste. 1420",,Chicago,IL,60654,United States,312-855-8500,312-855-0488,08/08/2012,Y
2011,4388,"Foley & Lardner, LLP",321 N. Clark #2800,,Chicago,IL,60610,United States,312-832-4920,312-645-0141,,Y
,7842,Joshua Squire,3240 N Sheffield,,Chicago,IL,60657,United States,773-404-2521,,02/12/2013,Y
2012,4665,Optotraffic,4600 Forbes Blvd,,Lanham,MD,20706,United States,301-552-6420,301-552-6411,,Y
2014,9561,United Airlines,233 S. Wacker Drive,,Chicago,IL,60606,United States,(872) 825-3851,,11/04/2013,Y
2011,4900,"Wal-Mart Stores, Inc.","702 S. W. 8th St., MS 0350",,Bentonville,AR,72716,United States,479-204-8119,479-277-2473,,Y
2012,4234,General Growth Properties,110 N. Wacker Dr.,,Chicago,IL,60611,United States,312-960-5000,,,Y
2011,4513,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2011,4775,"Schain, Burney, Banks & Kenny, Ltd","70 W. Madison, Ste. 4500",,Chicago,IL,60602,United States,312-345-5700,312-345-5701,,Y
2012,4105,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-077,,Y
2011,4193,Ungaretti & Harris LLP,"70 W. Madison, Ste. 3500",,Chicago,IL,60602,United States,312-977-4400,312-977-4405,,Y
2011,4938,HNTB Corp.,111 N. Canal St.,,Chicago,IL,60606,United States,312-930-9119,312-930-9063,,Y
2011,4430,"Applegate & Thorne-Thomsen, PC","626 W. Jackson Blvd., Ste. 400",,Chicago,IL,60661,United States,312-491-4400,312-491-4411,,Y
2012,4287,Laube Consulting Group LLC,200 S. Wacker Dr.  Ste. 3100,,Chicago,IL,60606,United States,312-674-4537,312-275-747,,Y
2012,4605,AT&T Illinois,"225 W. Randolph St., Ste.27A",,Chicago,IL,60606,United States,312-727-4221,312-727-3722,,Y
2012,4675,"Kutak Rock, LLP","One S. Wacker Dr., Ste. 2050",,Chicago,IL,60606,United States,312-602-4109,312-602-4101,,Y
2011,4488,Michael Alvarez,6120 N. Kirkwood,,Chicago,IL,60646,United States,847-791-4105,,,Y
2011,4440,"Airport Management Services, LLC","One Meadowlands Plaza, Ste. 902",,E. Rutherford,NJ,07073,United States,201-939-5050,201-939-1353,,N
2011,4349,Lighten-Gale LLC,"39 S. LaSalle St., Ste. 808",,Chicago,Il,60603,United States,312-920-1500,,,Y
2011,4511,Teamsters Joint Council 25,"1300 W. Higgins Rd., Ste. 220",,Park Ridge,IL,60068,United States,847-292-1225,847-292-1412,,Y
2012,5063,"Illinois Governmental Consulting Group, LLC",500 N. Dearborn,Ste. 1030,Chicago,IL,60654,United States,312-755-9000,312-755-9022,05/23/2012,Y
2012,4461,"Hynes Law Offices, LLC","30 N. LaSalle St., Ste. 1410",,Chicago,IL,60602,United States,312-878-3834,312-419-9330,,Y
2012,4502,Rice Financial Products Company,"17 State Street, 40th Floor",,New York,NY,10004,United States,212-908-9200,,,Y
2012,4294,Jefferies & Company Inc,"520 Madison Ave., 8th Flr",,New York,NY,10022,United States,212-336-7270,212-909-9920,,Y
2012,4567,Chicagoland Chamber of Commerce,"200 E. Randolph St., Ste. 2200",,Chicago,IL,60601,United States,312-494-6710,312-861-0660,,N
2013,4611,Broderick LLC,318 Pinehurst Ct.,,Palos Heights,IL,60463,United States,708-389-9230,708-389-9230,,Y
2011,4609,"Airport Management Services, LLC","One Meadowlands Plaza, #902",,E. Rutherford,NJ,07073,United States,407-366-6571,407-977-7418,,Y
2012,4357,Barnes & Thormburg LLP,"1 N. Wacker Dr., Ste. 4400",,Chicago,IL,60606,United States,312-214-4856,312-759-5646,,Y
2011,4751,Thompson Coburn LLP,55 E Monroe - 40th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2011,4680,William Blair and Co.,222 W. Adams St.,,ChicagoIL,IL,60606,United States,312-236-1600,312-236-0174,,Y
2015,12061,SEIU Local 1,111 E. Wacker Dr. 25th Flr,,Chicago,IL,60601,United States,312-233-8767,,01/09/2015,Y
2012,4706,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd 5th Flr,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106,,Y
2012,4608,Northern Trust Corporation,50 South LaSalle St. M-9,,Chicago,IL,60603,United States,312-557-0945,312-444-5478,,Y
2011,4155,Credit Suisse (USA) LLC,One Madison Ave,,New York,NY,10010,United States,212-538-7997,212-325-5884,,Y
2012,4337,"Everbridge, Inc","505 N Brand Blvd, Ste. 700",,Glendale,CA,91203,United States,818-230-9509,,,Y
2011,4640,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425,630-948-666,,Y
2015,4699,"Raymond James & Assoc., Inc.",880 Carillon Parkway,,St. Petersburg,FL,33716,United States,727-567-2868,727-567-8315,,Y
2012,4622,Arnold Scott Harris PC,222 Merchandise Mart #1932,,Chicago,IL,60654,United States,312-423-7400,312-803-0020,,N
2014,7927,Titan Outdoor LLC,100 Park Avenue,,New York,NY,10017,United States,212-909-7645,212-644-201,02/27/2013,Y
2014,4610,"B-P Consultants, Inc.","33 N. LaSalle St., Ste 3300",,Chicago,IL,60602,United States,312-735-1449,708-448-1133,,Y
2011,4434,The Haymarket Group Ltd.,"500 N. Dearborn, Ste. 1150",,Chicago,IL,60654,United States,312-645-9400,312-645-0974,,Y
2014,7569,Nicolay & Dart LLC,33 N. Dearborn St.,Suite 2200,Chicago,IL,60602,United States,312-701-0221,312-658-0464,01/22/2013,Y
2011,4406,Illinois Restaurant Association,"33 W Monroe, Ste. 250",,Chicago,IL,60603,United States,312-380-4114,,,Y
2011,4439,"Governmental Business Consulting Group, LLC","200 S. Michigan Ave., Ste. 1100",,Chicago,IL,60604,United States,312-372-4000,312-939-5617,,Y
2013,4360,"Sidley Austin, LLP",One S. Dearborn St.,,Chicago,IL,60603,United States,312-853-7000,312-853-7036,,Y
2011,4878,RCI WRS dba NovaCare Rehabilitation,5221 N. Broadway,,Chicago,IL,60640,United States,773-784-9406,773-784-9401,,Y
2014,4256,J C Decaux NA,"3 Park Avenue, 33rd Floor",,New York,NY,10016,United States,646-834-1325,646-834-1202,,Y
2011,4594,Quarles & Brady LLP,"300 N. LaSalle St., Ste. 4000",,Chicago,IL,60654,United States,312-715-5162,,,Y
2011,4796,Scott Balice Strategies,"20 N. Wacker, #2200",,Chicago,IL,60606,United States,312-263-7900,,,Y
2011,4909,DLA Piper US LLP,"203 N. LaSalle St., Ste. 1900",,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2014,4599,Northern Trust Corporation,"50 S. LaSalle St., M-9",,Chicago,IL,60603,United States,312-444-3965,312-630-1596,,Y
2011,4162,"Miller, Canfield, Paddock and Stone PLC","225 W. Washington St., Ste. 2600",,Chicago,IL,60606,United States,312-460-4210,312-460-4201,,Y
2013,4652,Chicagoland Apartment Association,"557 W. Randolph St., 2nd Flr",,Chicago,IL,60661,United States,312-207-1890,312-207-189,,Y
2011,4400,"Wal-Mart Stores, Inc.","702 S. W. 8th St., M.W. 215",,Bentonville,AR,72716,United States,479-204-8119,479-277-2473,,Y
2011,4124,Freeborn & Peters LLP,311 S. Wacker Dr. Ste. 3000,,Chicago,IL,60606,United States,312-360-6000,312-360-6520,,Y
2014,7805,"Collateral Trustee, Inc","1033 W. VanBuren, 7th Flr",,Chicago,IL,60607,United States,312-944-6270,312-944-3759,02/01/2013,Y
2012,4447,Richard Prendergast,111 W. Washington St.  Ste. 1100,,Chicago,IL,60602,United States,312-641-0881,312-641-3562,,Y
2012,4710,Chicago Neighborhood Initiatives,1000 E. 111th St.,,Chicago,IL,60628,United States,773-602-8344,773-468-0263,,Y
2014,4169,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,,,Y
2013,4107,Freeborn & Peters LLP,"311 S. Wacker Dr., Ste. 3000",,Chicago,IL,60606,United States,312-360-6000,312-360-6520,,Y
2012,4429,"Foley & Lardner, LLP","321 N. Clark St., Ste. 2800",,Chicago,IL,60610,United States,312-832-4500,312-832-4700,,Y
2013,4673,DLA Piper US LLP,203 N. LaSalle St. Suite 1900,,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2011,4953,Resolute Consulting,"200 W. Madison, Ste. 3600",,Chicago,IL,60606,United States,312-673-1301,312-673-130,,Y
2015,4605,AT&T Illinois,"225 W. Randolph St., Ste.27A",,Chicago,IL,60606,United States,312-727-4221,312-727-3722,,Y
2012,4093,AT&T Illinois,"225 W. Randolph St., Ste. 27B",,Chicago,IL,60606,United States,312-727-4221,312-727-3722,,N
2012,4207,DLA Piper US LLP,203 N. LaSalle St. Suite 1900,,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2012,4113,"Morgan Stanley & Co., Inc.",1585 Broadway,,New York,NY,10036,United States,212-761-4000,212-761-0450,,Y
2015,4797,Loyola University Chicago,820 N. Michigan Ave,,Chicago,IL,60611,United States,312-915-6402,312-915-7776,,Y
2012,4362,United Airlines,77 West Wacker Dr.,,Chicago,IL,60601,United States,312-997-8088,312-997-8531,,Y
2011,4492,Jackson Securities,"Herndon Plaza, 100 Auburn Ave. NE",,Atlanta,GA,30303,United States,404-522-5766,404-522-1221,,Y
2013,4716,Miller Shakman & Beem LLP,"180 N. LaSalle St., #3600",,Chicago,IL,60601,United States,312-263-3700,312-263-3270,,Y
2011,4822,ComEd,"440 S. LaSalle, Suite 3300",,Chicago,IL,60605,United States,312-394-3404,312-394-3759,,Y
2011,4232,"Serafin & Associates, Inc.","409 W. Huron, Suite 600",,Chicago,IL,60610,United States,312-943-1955,312-943-8397,,Y
2012,4571,"Awerkamp & McClain, PC",P.O. Box 250,,Quincy,IL,62306,United States,217-224-8606,217-224-512,,Y
2011,4322,"Clear Channel Outdoor, Inc",4000 S. Morgan St.,,Chicago,IL,60609,United States,773-843-2001,773-843-208,,Y
2011,4105,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-077,,Y
2012,4660,"PayLock IPT, LLC","205 W. Main St., Ste. 402",,Somerville,NJ,08876,United States,301-404-3566,,,Y
2011,4922,Duncan Williams Inc,6750 Poplar Ave,,Memphis,TN,38138,United States,901-260-6800,,,N
2011,4135,Acacia Financial Group Inc,"221 N. LaSalle St., #1500",,Chicago,IL,60601,United States,312-269-0041,312-236-1407,,Y
2014,4384,Thompson Coburn LLP,55 E Monroe - 37th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2015,4429,"Foley & Lardner, LLP","321 N. Clark St., Ste. 2800",,Chicago,IL,60610,United States,312-832-4500,312-832-4700,,Y
2011,4834,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-782-0600,312-701-7711,,Y
2012,4543,Tristan & Cervantes,"30 W. Monroe St., Ste. 630",,Chicago,IL,60603,United States,312-345-9200,312-345-1533,,Y
2011,4932,"RSM McGladrey, Inc.","One S. Wacker Drive, Suite 800",,Chicago,IL,60606,United States,312-634-4729,,,Y
2012,4655,Ungaretti & Harris LLP,3500 Three First National Plaza,,Chicago,IL,60602,United States,312-977-4377,312-977-4405,,Y
2012,4151,US Bancorp,209 S. LaSalle St.,,Chicago,IL,60604,United States,312-325-2056,866-723-8332,,Y
2012,4253,American Friends Service Committee,"637 S Dearborn St., 3rd Flr",,Chicago,IL,60605,United States,312-427-2533,312-427-4171,,Y
2012,5525,F4 Consulting Ltd,758 N Larrabee,,Chicago,IL,60654,United States,312-593-5400,,07/20/2012,Y
2011,4806,Orbitz Worldwide,"500 W. Madison St., Ste. 1000",,Chicago,IL,60661,United States,312-894-6890,312-894-5159,,Y
2012,4735,Integrys Energy Group Inc,130 E. Randolph,,Chicago,IL,60601,United States,312-228-5420,,,Y
2011,4433,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2012,4403,"Ansaldo STS USA, Inc",1000 Technology Dr,,Pittsburgh,PA,15219,United States,412-688-2400,412-688-2399,,Y
2011,4284,SEIU Health Care IL/IN,209 W. Jackson Blvd,,Chicago,IL,60606,United States,312-980-9000,312-641-077,,Y
2014,4454,Edwards Wildman Palmer LLP,"225 W. Wacker, Ste 2800",,Chicago,IL,60606,United States,312-201-2000,312-201-2555,,Y
2012,4405,"KeyBanc Capital Markets, Inc","127 Public Square, 4th Flr",,Cleveland,OH,44114,United States,216-689-3000,216-689-4219,,Y
2013,4173,Zeller Development Corp,"401 N. Michigan Ave., Ste. 250",,Chicago,IL,60611,United States,312-640-7602,312-640-7699,,Y
2014,5162,"car2go N.A., LLC",1717 W 6th St.,Ste. 425,Austin,TX,78703,United States,512-428-6233,512-922-2709,06/13/2012,Y
2011,4161,Freeborn & Peters LLP,217 W. Monroe St.,,Springfield,IL,62701,United States,217-535-1060,217-535-1069,,Y
,4552,"car2go N.A., LLC","1717 W 6th St., Ste. 425",,Austing,TX,78703,United States,512-428-6233,512-922-2709,,N
2011,4392,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,,,Y
2012,4231,KeyBank National Association,127 Public Square,,Cleveland,OH,44114,United States,216-689-3420,216-689-4672,,Y
2013,4711,Reyes Kurson,"600 W. Van Buren, Ste. 909",,Chicago,IL,60607,United States,312-332-0055,,,Y
2014,10042,John  OConnell,P.O.Box 460,,Western Springs,IL,60558,United States,708-267-3087,708-246-2247,01/08/2014,Y
2014,4494,Macquarie Infrastructure and Real Assts Inc,125 W 55th St.,,New York,NY,10019,United States,212-231-1000,,,Y
2011,4833,"Miner, Barnhill & Galland, PC",14 W. Erie St.,,Chicago,IL,60654,United States,312-751-1170,312-751-9490,,Y
2013,9463,"ProAdvise, LLC",100 E. 14th St.,Unit 802,Chicago,IL,60605,United States,312.523.9804,,10/02/2013,Y
2011,4480,KeyBank National Association,127 Public Square,,Cleveland,OH,44114,United States,216-689-3420,216-689-4672,,Y
2015,10362,Cornerstone Government Affairs,111 West Washington,Suite 1100,Chicago,IL,60602,United States,312-281-0994,,01/20/2014,Y
2013,4594,Quarles & Brady LLP,"300 N. LaSalle St., Ste. 4000",,Chicago,IL,60654,United States,312-715-5162,,,Y
2012,4343,Freeborn & Peters LLP,"311 S. Wacker Dr., Ste. 3000",,Chicago,IL,60606,United States,312-360-6000,312-360-6520,,Y
2013,4713,"Goldman, Sachs & Co.",200 West Street,,New York,NY,10282,United States,212-902-1000,,,Y
2011,4704,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425,630-948-666,,Y
2012,4386,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2012,4238,IL Retail Merchants Assoc.,216 Broadway,,Springfield,IL,62701,United States,217-544-1003,217-528-0616,,Y
2011,4410,"Clear Channel Outdoor, Inc",4000 S. Morgan St.,,Chicago,IL,60609,United States,773-843-2001,773-843-208,,Y
2011,4262,"Kutak Rock, LLP","One S. Wacker Dr., Ste. 2050",,Chicago,IL,60606,United States,312-602-4100,312-602-4101,,Y
2012,4100,Katten Muchin Rosenman LLP,525 West Monroe St.,,Chicago,IL,60661,United States,312-902-5200,312-902-1061,,Y
2012,4382,Titan Outdoor LLC,125 S. Wacker Dr.,,Chicago,IL,60606,United States,312-629-1681,312-629-183,,Y
2014,4771,"Duncan Solutions, Inc.",633 W. Wisconcin Ave.,,Milwaukee,WI,53253,United States,414-847-3700,414-847-6708,,Y
2011,4849,UST Aviation Services LLC,168 Touhy Court,,Des Plaines,IL,60018,United States,847-299-8444,224-612-570,,Y
2014,10961,"Government Navigation Group, Inc","213 W Institute Place, Suite 404",,Chicago,IL,60610,United States,312-654-3000,312-654-3003,04/06/2014,Y
2012,6606,"Interstate Outdoor Advertising, LP",905 North Kings Highway,,Cherry Hill,NJ,08034,United States,858-667-6620,858-482-6195,11/05/2012,Y
2015,6481,"JCDecaux North America, Inc","3 Park Avenue, 33rd Floor",,NY,NY,10016,United States,646-834-1200,,10/22/2012,Y
2011,4706,Local 881 United Food & Commercial Workers,10400 W. Higgins Rd 5th Flr,,Rosemont,IL,60018,United States,847-294-5064,847-759-7106,,Y
2011,4915,Jeffery Palo,212 W. Washington St #1904,,Chicago,IL,60606,United States,312-726-1400,312-726-1405,,Y
2013,7831,"Hillard Heintze, LLC",30 S. Wacker Dr.,Ste 1400,Chicago,IL,60606,United States,312-869-8500,312-869-8508,02/07/2013,Y
2012,4116,"Integrys Energy Group, Inc",130 E. Randolph Dr.,,Chicago,IL,60601,United States,312-240-4417,,,Y
2012,4254,"K-Tech Specialty Coatings, Inc",P.O.Box 428,,Ashley,IN,46705,United States,260-587-3888,260-587-388,,Y
2012,4649,"KeyBanc Capital Markets, Inc","127 Public Square, 4th Flr",,Cleveland,OH,44114,United States,216-689-3000,216-689-4219,,Y
2011,4412,"Wells Fargo Securities, LLC","1675 Broadway, Ste. 2700",,Denver,CO,80202,United States,303-893-6927,,,Y
2011,4224,Hinshaw& Culbertson LLP,"222 N. LaSalle St., Ste. 300",,Chicago,IL,60601,United States,312-704-3000,312-704-3001,,Y
2014,10224,"DirecTV, LLC","90 State St., Ste 700",,Albany,NY,12207,United States,518-597-4639,,01/16/2014,Y
2014,4731,Fidelity Consulting Group LLC,"120 W Madison St., Ste. 1406",,Chicago,IL,60602,United States,312-332-5311,312-332-5311,,Y
2013,4429,"Foley & Lardner, LLP","321 N. Clark St., Ste. 2800",,Chicago,IL,60610,United States,312-832-4500,312-832-4700,,Y
2012,4482,Thompson Coburn LLP,55 E Monroe - 37th Floor,,Chicago,IL,60603,United States,312-580-2228,312-580-2201,,Y
2011,4641,"Capitol Consulting Group Illionis, LLC",350 W. 22nd St.,,Lombard,IL,60148,United States,630-916-7400,630-916-7900,,Y
2012,4609,"Airport Management Services, LLC","One Meadowlands Plaza, #902",,E. Rutherford,NJ,07073,United States,407-366-6571,407-977-7418,,Y
2012,4652,Chicagoland Apartment Association,"557 W. Randolph St., 2nd Flr",,Chicago,IL,60661,United States,312-207-1890,312-207-189,,Y
2011,4344,T. J. Riley & Associates,2100 Lincoln Park West  Unit 10FN,,Chicago,IL,60614,United States,312-627-8800,312-627-8676,,Y
2015,4104,SEIU Local 1,111 E. Wacker Dr. # 2500,,Chicago,IL,60601,United States,312-233-8791,312-233-8837,,Y
2012,4227,"Allied Telesis, Inc",3200 N. First St.,,San Jose,CA,95134,United States,408-519-8700,408-519-8701,,Y
2011,4831,MicroSystems Automation Group,2785 Hartland Road,,Falls Church,VA,22043,United States,703-538-0807,703-538-0809,,Y
2011,4740,Diageo NA,801 Main Ave.,,Norwalk,CT,06851,United States,203-229-2100,203-583-3353,,Y
2011,4365,James D. Montgomery & Assoc.,1 N. LaSalle St. #2450,,Chicago,IL,60602,United States,312-977-0200,312-977-0209,,Y
2015,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262,,Y
2013,4715,"Bank of America, NA",1 Bryant Park  NY-100-12-02,,New York,NY,10036,United States,646-743-1359,646-855-1381,,Y
2011,4777,Unisys Corp.,"1 E. Wacker Dr., Ste. 2350",,Chicago,IL,60601,United States,312-832-7200,312-832-7264,,Y
2014,4846,"Chico & Nunes, PC",333 W. Wacker Dr. Ste 1800,,Chicago,Il,60606,United States,312-463-1000,312-463-1001,,Y
2011,4094,"Fletcher, O'Brien, Kasper & Nottage, PC","222 N. LaSalle St., #300",,Chicago,IL,60601,United States,312-704-3297,312-704-3297,,Y
2011,4298,S.B. Friedman & Co.,"221 N LaSalle St., Ste. 820",,Chicago,IL,60601,United States,312-424-4250,312-424-4262,,Y
2015,4551,Exxon Mobil Corp.,"c/o Nielsen, Merksamer, et.al., 2350 Kerner Blvd, Ste. 250",,San Rafael,CA,94901,United States,415-389-6800,415-388-6874,,Y
2012,4723,"Tri-Angle Fabrication & Body Co., Inc",1344 W. 43rd St.,,Chicago,IL,60609,United States,773-523-0421,773-523-880,,Y
2013,4204,Arnold Scott Harris PC,222 Merchandise Mart #1932,,Chicago,IL,60654,United States,312-423-7420,312-759-5411,,Y
2015,11201,"JCDecaux North America, Inc.",3 Park Ave,33rd Floor,New York,NY,10016,United States,6468341200,6468341207,05/30/2014,Y
2011,4781,Mayer Brown LLP,71 S. Wacker Dr.,,Chicago,IL,60606,United States,312-701-0600,312-701-7711,,Y
2011,4303,Tristan & Cervantes,"30 W. Monroe St., Ste. 630",,Chicago,IL,60603,United States,312-345-9200,312-345-1533,,Y
2014,4443,Reyes Kurson,"600 W. Van Buren, Ste. 909",,Chicago,IL,60607,United States,312-332-0055,,,Y
2013,4580,"Merrill Lynch, Pierce, Fenner & Smith Inc.",1 Bryant Park,,New York,NY,10036,United States,646-743-1359,646-855-1381,,Y
2012,4352,DLA Piper US LLP,203 N. LaSalle St. Suite 1900,,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2012,4475,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425,630-948-666,,Y
,6181,Bentley System,685 Stockton Drive,,Exton,PA,19317,United States,610-213-0176,,09/28/2012,Y
2012,4180,"Miguel A. Santiago Consulting, Inc.","900 Lee St., Ste. 507",,Des Plaines,IL,60016,United States,773-594-6497,773-594-6998,,Y
2011,4237,Frank Olivo,4140 W. 65th St.,,Chicago,IL,60629,United States,312-406-6060,773-581-9414,,Y
2011,4798,DLA Piper US LLP,"203 N. LaSalle, Ste. 1900",,Chicago,IL,60601,United States,312-368-4000,312-236-7516,,Y
2011,4167,Clear Channel Airports,205 N. Michigan Ave,,Chicago,IL,60601,United States,312-475-3500,312-642-7378,,Y
2012,4464,SUPERVALU d/b/a Jewel-Osco and Save-a-Lot,"150 Pierce Rd., Ste. 200",,Itasca,IL,60443,United States,630-948-6425,630-948-666,,Y
2014,4910,"Morgan Stanley Investment Management, Inc",1221 Avenue of the Americas,,New York,NY,10020,United States,212-762-6190,,,Y
2011,4451,Rice Financial Products Company,"17 State Street, 40th Floor",,New York,NY,10004,United States,212-908-9239,212-908-9299,,Y
2012,4633,William Bailes,8999 Palmer St.,,River Grove,IL,60171,United States,708-583-0100,708-583-0500,,Y
2013,4565,"Blaylock Robert Van, LLC",180 N. LaSalle St.  #1825,,Chicago,Il,60601,United States,312-324-0772,312-541-1743,,Y
2015,4489,LAZ Parking,33 W. Monroe,,Chicago,IL,60601,United States,312-577-7985,,,Y
2011,4466,A. Finkl & Sons Co.,2011 N. Southport Ave.,,Chicago,IL,60614,United States,773-975-2628,773-248-845,,Y
,4353,Walgreen Co.,104 Wilmot Rd,,Deeerfield,IL,60015,United States,847-315-4863,847-315-4417,,Y
2011,4935,"Wildman, Harrold, Allen & Dixon, LLP","225 W. Wacker Dr., 28th Floor",,Chicago,IL,60606,United States,312-201-2000,312-201-2555,,Y
2011,4159,"KeyBanc Capital Markets, Inc","127 Public Square, 4th Flr",,Cleveland,OH,44114,United States,216-689-3000,216-689-4219,,Y
2013,4241,Bombardier Transportation (Holdings) USA Inc,1501 Lebanon Church Rd,,Pittsburgh,PA,15236,United States,412-655-6754,412-655-556,,Y
2011,4899,"JPMorgan Securities, Inc.","1125 17th St., Flr 2",,Denver,CO,80202,United States,303-244-3388,517-338-0775,,Y
2013,4239,Acacia Financial Group Inc,"13000 Lincoln Dr. West, Ste. 206",,Marlton,NJ,08053,United States,856-234-2266,856-234-6697,,Y
2012,4209,Chicago Association of Realtors,"200 S. Michigan Ave., Ste. 400",,Chicago,IL,60604,United States,312-803-4900,312-803-4905,,Y
2012,6201,"NTT Data, Inc (formerly Keane, Inc.)",1660 International Drive,Suite 300,McLean,VA,22102,United States,847-778-6597,630-524-9087,10/01/2012,Y
2011,4745,Morgan Stanley & Co  LLC,1585 Broadway,,New York,NY,10036,United States,212-761-4000,,,Y
2014,4822,ComEd,"440 S. LaSalle, Suite 3300",,Chicago,IL,60605,United States,312-394-3404,312-394-3759,,Y
2014,4435,"Urban Strategies, Inc.",212 W. Washington St,,Chicago,IL,60606,United States,312-726-1400,312-726-1405,,Y
2012,4183,"Neal & Leroy, LLC","203 N. LaSalle, Ste. 2300",,Chicago,IL,60601,United States,312-641-7144,312-641-5137,,Y
2011,4363,Donovan Group LLC,"111 East Wacker Drive, Ste. 990",,Chicago,IL,60601,United States,312-651-5301,312-467-0340,,Y
2013,4111,"Dixon and Company, Inc.","212 W. Washington, #1506",,Chicago,IL,60606,United States,312-218-3840,773-881-9881,,Y
2015,4089,MK Communications,350 W. Hubbard St. #200,,Chicago,IL,60610,United States,312-822-0505,312-822-0568,,Y
2012,4642,Thompson Coburn LLP (dba Thompson Coburn Fagel Haber),"55 E. Monroe St., 40th Floor",,Chicago,IL,60603,United States,312-346-7500,312-580-2201,,Y
2011,4300,Chicago Teachers Union,"222 Merchandise Mart Plaza, Ste. 400",,Chicago,IL,60654,United States,312-329-9100,312-329-6200,,Y
2015,4653,BMO Harris Bank NA,"111 W. Monroe, 12C",,Chicago,IL,60603,United States,312-461-3295,312-293-5811,,Y
2011,4297,Clear Channel Airports,4635 Crackersport Rd,,Allentown,PA,18104,United States,610-395-8002,,,Y
2012,4239,Acacia Financial Group Inc,"13000 Lincoln Dr. West, Ste. 206",,Marlton,NJ,08053,United States,856-234-2266,856-234-6697,,Y
2013,7282,Lighten-Gale LLC d/b/a/ Lighten-Gale Group,"39 S. LaSalle St., Ste. 808",,Chicago,IL,60603,United States,312-920-1500,,01/14/2013,Y
2012,4375,"Loop Capital Markets, LLC","200 W. Jackson Blvd., Ste 1600",,Chicago,IL,60606,United States,312-913-2219,,,Y
2012,4300,Chicago Teachers Union,"222 Merchandise Mart Plaza, Ste. 400",,Chicago,IL,60654,United States,312-329-9100,312-329-6200,,Y
2015,4504,Fidelity Consulting Group LLC,"120 W Madison St., Ste. 1406",,Chicago,IL,60602,United States,312-332-5311,312-332-5311,,Y
2012,4712,"JPMorgan Chase Bank, NA",10 S. Dearborn,,Chicago,IL,60603,United States,312-732-6932,312-732-7005,,Y
2013,4885,William Blair and Co.,222 W. Adams St.,,Chicago,IL,60606,United States,312-236-1600,312-236-0174,,Y
2014,4279,Talan & Ktsanes,"223 W. Jackson Blvd., Ste. 512",,Chicago,IL,60606,United States,312-629-7550,312-629-3603,,Y
2013,4742,Unisys Corp.,"1 E. Wacker Dr., Ste. 2350",,Chicago,IL,60601,United States,312-832-7200,312-832-7264,,Y
2012,4404,"Ameresco, Inc","111 Speen Street, Ste. 410",,Framingham,MA,01701,United States,508-661-2200,,,Y
