"","ALDERMAN","LOBBYIST_NAME","cont_to_aldermen","CLIENT_NAME","total_comp","pathString"
"1927","MATTHEW O'SHEA","JEFFREY GLASS",1000,"ELECTRIC GUARD DOG",24000,"MATTHEW O'SHEA/JEFFREY GLASS/ELECTRIC GUARD DOG"
"1928","MATTHEW O'SHEA","JEFFREY GLASS",1000,"HOME RUN INN FROZEN FOODS CORP",31000,"MATTHEW O'SHEA/JEFFREY GLASS/HOME RUN INN FROZEN FOODS CORP"
"1929","MATTHEW O'SHEA","JEFFREY GLASS",1000,"MOTION PICTURE ASSOCIATION OF AMERICA",120000,"MATTHEW O'SHEA/JEFFREY GLASS/MOTION PICTURE ASSOCIATION OF AMERICA"
"1930","MATTHEW O'SHEA","JEFFREY GLASS",1000,"PHRMA",195000,"MATTHEW O'SHEA/JEFFREY GLASS/PHRMA"
"1931","MATTHEW O'SHEA","JEFFREY GLASS",1000,"REYES KURSON",24000,"MATTHEW O'SHEA/JEFFREY GLASS/REYES KURSON"
"1932","MATTHEW O'SHEA","JEFFREY GLASS",1000,"THE HERBAL CARE CENTER",115000,"MATTHEW O'SHEA/JEFFREY GLASS/THE HERBAL CARE CENTER"
"1933","MATTHEW O'SHEA","JEFFREY GLASS",1000,"UNITED AIRLINES",87500,"MATTHEW O'SHEA/JEFFREY GLASS/UNITED AIRLINES"
"1934","MATTHEW O'SHEA","JOHN DOERRER",500,"AMERICAN PETROLIUM INSTITUTE",63000,"MATTHEW O'SHEA/JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"1935","MATTHEW O'SHEA","JOHN DOERRER",500,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"MATTHEW O'SHEA/JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"1936","MATTHEW O'SHEA","JOHN DOERRER",500,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"MATTHEW O'SHEA/JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"1937","MATTHEW O'SHEA","JOHN DOERRER",500,"GILBANE BUILDING CO.",10000,"MATTHEW O'SHEA/JOHN DOERRER/GILBANE BUILDING CO."
"1938","MATTHEW O'SHEA","JOHN DOERRER",500,"HEXAGON SI",84000,"MATTHEW O'SHEA/JOHN DOERRER/HEXAGON SI"
"1939","MATTHEW O'SHEA","JOHN DOERRER",500,"LIMEBIKE",18000,"MATTHEW O'SHEA/JOHN DOERRER/LIMEBIKE"
"1940","MATTHEW O'SHEA","JOHN DOERRER",500,"MCDONALD'S CORPORATION",7500,"MATTHEW O'SHEA/JOHN DOERRER/MCDONALD'S CORPORATION"
"1941","MATTHEW O'SHEA","JOHN DOERRER",500,"SHORELINE SIGHTSEEING",31500,"MATTHEW O'SHEA/JOHN DOERRER/SHORELINE SIGHTSEEING"
"1942","MATTHEW O'SHEA","JOHN DOERRER",500,"UNITED AIRLINES",20000,"MATTHEW O'SHEA/JOHN DOERRER/UNITED AIRLINES"
"1943","MATTHEW O'SHEA","JOHN DOERRER",500,"VIA TRANSPORTATION INC",84000,"MATTHEW O'SHEA/JOHN DOERRER/VIA TRANSPORTATION INC"
"1944","MATTHEW O'SHEA","JOHN DUNN",1300.75,"APPLE INC",198000,"MATTHEW O'SHEA/JOHN DUNN/APPLE INC"
"1945","MATTHEW O'SHEA","JOHN DUNN",1300.75,"ASIAN HUMAN SERVICES",10000,"MATTHEW O'SHEA/JOHN DUNN/ASIAN HUMAN SERVICES"
"1946","MATTHEW O'SHEA","JOHN DUNN",1300.75,"CHINESE AMERICAN SERVICE LEAGUE",6000,"MATTHEW O'SHEA/JOHN DUNN/CHINESE AMERICAN SERVICE LEAGUE"
"1947","MATTHEW O'SHEA","JOHN DUNN",1300.75,"DELTA AIR LINES",231000,"MATTHEW O'SHEA/JOHN DUNN/DELTA AIR LINES"
"1948","MATTHEW O'SHEA","JOHN DUNN",1300.75,"DIAGEO NA",110000,"MATTHEW O'SHEA/JOHN DUNN/DIAGEO NA"
"1949","MATTHEW O'SHEA","JOHN DUNN",1300.75,"GRAFFITI RESOURCE COUNCIL",15000,"MATTHEW O'SHEA/JOHN DUNN/GRAFFITI RESOURCE COUNCIL"
"1950","MATTHEW O'SHEA","JOHN DUNN",1300.75,"HERTZ GLOBAL",247500,"MATTHEW O'SHEA/JOHN DUNN/HERTZ GLOBAL"
"1951","MATTHEW O'SHEA","JOHN DUNN",1300.75,"HORIZON PHARMA USA INC",247500,"MATTHEW O'SHEA/JOHN DUNN/HORIZON PHARMA USA INC"
"1952","MATTHEW O'SHEA","JOHN DUNN",1300.75,"HUDSON GROUP",290000,"MATTHEW O'SHEA/JOHN DUNN/HUDSON GROUP"
"1953","MATTHEW O'SHEA","JOHN DUNN",1300.75,"LIMEBIKE",78000,"MATTHEW O'SHEA/JOHN DUNN/LIMEBIKE"
"1954","MATTHEW O'SHEA","JOHN DUNN",1300.75,"LYFT",529500,"MATTHEW O'SHEA/JOHN DUNN/LYFT"
"1955","MATTHEW O'SHEA","JOHN DUNN",1300.75,"MIDWEST BUS & MOTORCOACH ASSOCIATION",60000,"MATTHEW O'SHEA/JOHN DUNN/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"1956","MATTHEW O'SHEA","JOHN DUNN",1300.75,"NORTH HIGHLAND",90000,"MATTHEW O'SHEA/JOHN DUNN/NORTH HIGHLAND"
"1957","MATTHEW O'SHEA","JOHN DUNN",1300.75,"PEOPLES GAS LIGHT AND COKE CO.",214500,"MATTHEW O'SHEA/JOHN DUNN/PEOPLES GAS LIGHT AND COKE CO."
"1958","MATTHEW O'SHEA","JOHN DUNN",1300.75,"PNC BANK",165000,"MATTHEW O'SHEA/JOHN DUNN/PNC BANK"
"1959","MATTHEW O'SHEA","JOHN DUNN",1300.75,"SENTINEL TECHNOLOGIES",88800,"MATTHEW O'SHEA/JOHN DUNN/SENTINEL TECHNOLOGIES"
"1960","MATTHEW O'SHEA","JOHN DUNN",1300.75,"SONDER",231000,"MATTHEW O'SHEA/JOHN DUNN/SONDER"
"1961","MATTHEW O'SHEA","JOHN DUNN",1300.75,"SSP AMERICA INC",330000,"MATTHEW O'SHEA/JOHN DUNN/SSP AMERICA INC"
"1962","MATTHEW O'SHEA","JOHN DUNN",1300.75,"THE GORDIAN GROUP INC",115000,"MATTHEW O'SHEA/JOHN DUNN/THE GORDIAN GROUP INC"
"1963","MATTHEW O'SHEA","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"MATTHEW O'SHEA/LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"1964","MATTHEW O'SHEA","MATTHEW DATTILO",250,"ARCHER AVENUE LLC",18000,"MATTHEW O'SHEA/MATTHEW DATTILO/ARCHER AVENUE LLC"
"1965","MATTHEW O'SHEA","MATTHEW DATTILO",250,"FAN STREAM INC",15000,"MATTHEW O'SHEA/MATTHEW DATTILO/FAN STREAM INC"
"1966","MATTHEW O'SHEA","MATTHEW DATTILO",250,"ROSATI'S FRANCHISING INC",90000,"MATTHEW O'SHEA/MATTHEW DATTILO/ROSATI'S FRANCHISING INC"
"1967","MATTHEW O'SHEA","MATTHEW DATTILO",250,"SPOTHERO INC",88000,"MATTHEW O'SHEA/MATTHEW DATTILO/SPOTHERO INC"
"1968","MATTHEW O'SHEA","MATTHEW DATTILO",250,"THINK-A-MOVE LTD",138000,"MATTHEW O'SHEA/MATTHEW DATTILO/THINK-A-MOVE LTD"
"1969","MATTHEW O'SHEA","NICHOLAS PROBST",75,"LIMEBIKE",3000,"MATTHEW O'SHEA/NICHOLAS PROBST/LIMEBIKE"
"1970","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"APPLE INC",252000,"MATTHEW O'SHEA/PATRICK CAREY/APPLE INC"
"1971","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"ASIAN HUMAN SERVICES",14000,"MATTHEW O'SHEA/PATRICK CAREY/ASIAN HUMAN SERVICES"
"1972","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"BNSF RAILWAY COMPANY",135000,"MATTHEW O'SHEA/PATRICK CAREY/BNSF RAILWAY COMPANY"
"1973","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"CHINESE AMERICAN SERVICE LEAGUE",10000,"MATTHEW O'SHEA/PATRICK CAREY/CHINESE AMERICAN SERVICE LEAGUE"
"1974","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"DELTA AIR LINES",294000,"MATTHEW O'SHEA/PATRICK CAREY/DELTA AIR LINES"
"1975","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"DIAGEO NA",140000,"MATTHEW O'SHEA/PATRICK CAREY/DIAGEO NA"
"1976","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"GRAFFITI RESOURCE COUNCIL",38000,"MATTHEW O'SHEA/PATRICK CAREY/GRAFFITI RESOURCE COUNCIL"
"1977","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"HERTZ GLOBAL",315000,"MATTHEW O'SHEA/PATRICK CAREY/HERTZ GLOBAL"
"1978","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"HORIZON PHARMA USA INC",303000,"MATTHEW O'SHEA/PATRICK CAREY/HORIZON PHARMA USA INC"
"1979","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"HUDSON GROUP",420000,"MATTHEW O'SHEA/PATRICK CAREY/HUDSON GROUP"
"1980","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"LIMEBIKE",30000,"MATTHEW O'SHEA/PATRICK CAREY/LIMEBIKE"
"1981","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"LYFT",669000,"MATTHEW O'SHEA/PATRICK CAREY/LYFT"
"1982","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"MIDWEST BUS & MOTORCOACH ASSOCIATION",90000,"MATTHEW O'SHEA/PATRICK CAREY/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"1983","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"NORTH HIGHLAND",168000,"MATTHEW O'SHEA/PATRICK CAREY/NORTH HIGHLAND"
"1984","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"PNC BANK",210000,"MATTHEW O'SHEA/PATRICK CAREY/PNC BANK"
"1985","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"SALESFORCE",15000,"MATTHEW O'SHEA/PATRICK CAREY/SALESFORCE"
"1986","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"SENTINEL TECHNOLOGIES",124800,"MATTHEW O'SHEA/PATRICK CAREY/SENTINEL TECHNOLOGIES"
"1987","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"SONDER",294000,"MATTHEW O'SHEA/PATRICK CAREY/SONDER"
"1988","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"SSP AMERICA INC",420000,"MATTHEW O'SHEA/PATRICK CAREY/SSP AMERICA INC"
"1989","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"THE GORDIAN GROUP INC",25000,"MATTHEW O'SHEA/PATRICK CAREY/THE GORDIAN GROUP INC"
"1990","MATTHEW O'SHEA","PATRICK CAREY",1300.75,"WISCONSIN ENERGY CORPORATION",273000,"MATTHEW O'SHEA/PATRICK CAREY/WISCONSIN ENERGY CORPORATION"
"1991","MATTHEW O'SHEA","PAUL WILLIAMS",300,"ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES",13333.32,"MATTHEW O'SHEA/PAUL WILLIAMS/ALTRIA CLIENT SERVICES INC AND ITS AFFILIATES"
"1992","MATTHEW O'SHEA","PHILIP PRADA",250,"UNIVERSAL WELLNESS SOURCE",990,"MATTHEW O'SHEA/PHILIP PRADA/UNIVERSAL WELLNESS SOURCE"
"1993","MATTHEW O'SHEA","THOMAS LIVINGSTON",1000,"CSX CORPORATION",60000,"MATTHEW O'SHEA/THOMAS LIVINGSTON/CSX CORPORATION"
"1994","MATTHEW O'SHEA","WILLIAM GRIFFIN",250,"AMERICANARLINES",48000,"MATTHEW O'SHEA/WILLIAM GRIFFIN/AMERICANARLINES"
"1995","MATTHEW O'SHEA","WILLIAM GRIFFIN",250,"BLUE CROSS %2F BLUE SHIELD",42000,"MATTHEW O'SHEA/WILLIAM GRIFFIN/BLUE CROSS %2F BLUE SHIELD"
"1996","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"AMERICAN PETROLIUM INSTITUTE",63000,"MICHAEL SCOTT, JR./JOHN DOERRER/AMERICAN PETROLIUM INSTITUTE"
"1997","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"CHICAGO RETAIL MERCHANTS ASSOC.",42000,"MICHAEL SCOTT, JR./JOHN DOERRER/CHICAGO RETAIL MERCHANTS ASSOC."
"1998","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"DISTILLED SPIRITS COUNCIL OF UNITED STATES",42000,"MICHAEL SCOTT, JR./JOHN DOERRER/DISTILLED SPIRITS COUNCIL OF UNITED STATES"
"1999","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"GILBANE BUILDING CO.",10000,"MICHAEL SCOTT, JR./JOHN DOERRER/GILBANE BUILDING CO."
"2000","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"HEXAGON SI",84000,"MICHAEL SCOTT, JR./JOHN DOERRER/HEXAGON SI"
"2001","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"LIMEBIKE",18000,"MICHAEL SCOTT, JR./JOHN DOERRER/LIMEBIKE"
"2002","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"MCDONALD'S CORPORATION",7500,"MICHAEL SCOTT, JR./JOHN DOERRER/MCDONALD'S CORPORATION"
"2003","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"SHORELINE SIGHTSEEING",31500,"MICHAEL SCOTT, JR./JOHN DOERRER/SHORELINE SIGHTSEEING"
"2004","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"UNITED AIRLINES",20000,"MICHAEL SCOTT, JR./JOHN DOERRER/UNITED AIRLINES"
"2005","MICHAEL SCOTT, JR.","JOHN DOERRER",250,"VIA TRANSPORTATION INC",84000,"MICHAEL SCOTT, JR./JOHN DOERRER/VIA TRANSPORTATION INC"
"2006","MICHAEL SCOTT, JR.","JOHN DUNN",500,"APPLE INC",198000,"MICHAEL SCOTT, JR./JOHN DUNN/APPLE INC"
"2007","MICHAEL SCOTT, JR.","JOHN DUNN",500,"ASIAN HUMAN SERVICES",10000,"MICHAEL SCOTT, JR./JOHN DUNN/ASIAN HUMAN SERVICES"
"2008","MICHAEL SCOTT, JR.","JOHN DUNN",500,"CHINESE AMERICAN SERVICE LEAGUE",6000,"MICHAEL SCOTT, JR./JOHN DUNN/CHINESE AMERICAN SERVICE LEAGUE"
"2009","MICHAEL SCOTT, JR.","JOHN DUNN",500,"DELTA AIR LINES",231000,"MICHAEL SCOTT, JR./JOHN DUNN/DELTA AIR LINES"
"2010","MICHAEL SCOTT, JR.","JOHN DUNN",500,"DIAGEO NA",110000,"MICHAEL SCOTT, JR./JOHN DUNN/DIAGEO NA"
"2011","MICHAEL SCOTT, JR.","JOHN DUNN",500,"GRAFFITI RESOURCE COUNCIL",15000,"MICHAEL SCOTT, JR./JOHN DUNN/GRAFFITI RESOURCE COUNCIL"
"2012","MICHAEL SCOTT, JR.","JOHN DUNN",500,"HERTZ GLOBAL",247500,"MICHAEL SCOTT, JR./JOHN DUNN/HERTZ GLOBAL"
"2013","MICHAEL SCOTT, JR.","JOHN DUNN",500,"HORIZON PHARMA USA INC",247500,"MICHAEL SCOTT, JR./JOHN DUNN/HORIZON PHARMA USA INC"
"2014","MICHAEL SCOTT, JR.","JOHN DUNN",500,"HUDSON GROUP",290000,"MICHAEL SCOTT, JR./JOHN DUNN/HUDSON GROUP"
"2015","MICHAEL SCOTT, JR.","JOHN DUNN",500,"LIMEBIKE",78000,"MICHAEL SCOTT, JR./JOHN DUNN/LIMEBIKE"
"2016","MICHAEL SCOTT, JR.","JOHN DUNN",500,"LYFT",529500,"MICHAEL SCOTT, JR./JOHN DUNN/LYFT"
"2017","MICHAEL SCOTT, JR.","JOHN DUNN",500,"MIDWEST BUS & MOTORCOACH ASSOCIATION",60000,"MICHAEL SCOTT, JR./JOHN DUNN/MIDWEST BUS & MOTORCOACH ASSOCIATION"
"2018","MICHAEL SCOTT, JR.","JOHN DUNN",500,"NORTH HIGHLAND",90000,"MICHAEL SCOTT, JR./JOHN DUNN/NORTH HIGHLAND"
"2019","MICHAEL SCOTT, JR.","JOHN DUNN",500,"PEOPLES GAS LIGHT AND COKE CO.",214500,"MICHAEL SCOTT, JR./JOHN DUNN/PEOPLES GAS LIGHT AND COKE CO."
"2020","MICHAEL SCOTT, JR.","JOHN DUNN",500,"PNC BANK",165000,"MICHAEL SCOTT, JR./JOHN DUNN/PNC BANK"
"2021","MICHAEL SCOTT, JR.","JOHN DUNN",500,"SENTINEL TECHNOLOGIES",88800,"MICHAEL SCOTT, JR./JOHN DUNN/SENTINEL TECHNOLOGIES"
"2022","MICHAEL SCOTT, JR.","JOHN DUNN",500,"SONDER",231000,"MICHAEL SCOTT, JR./JOHN DUNN/SONDER"
"2023","MICHAEL SCOTT, JR.","JOHN DUNN",500,"SSP AMERICA INC",330000,"MICHAEL SCOTT, JR./JOHN DUNN/SSP AMERICA INC"
"2024","MICHAEL SCOTT, JR.","JOHN DUNN",500,"THE GORDIAN GROUP INC",115000,"MICHAEL SCOTT, JR./JOHN DUNN/THE GORDIAN GROUP INC"
"2025","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"1318 NORTH  CLEAVER LLC",3400,"MICHAEL SCOTT, JR./LANGDON NEAL/1318 NORTH  CLEAVER LLC"
"2026","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"1318 NORTH CLEAVER LLC",5475,"MICHAEL SCOTT, JR./LANGDON NEAL/1318 NORTH CLEAVER LLC"
"2027","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"931 WEST 19 LLC",43850,"MICHAEL SCOTT, JR./LANGDON NEAL/931 WEST 19 LLC"
"2028","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"A-1 CAR WASH DETAILING",6925,"MICHAEL SCOTT, JR./LANGDON NEAL/A-1 CAR WASH DETAILING"
"2029","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"ALISA STARKS",9600,"MICHAEL SCOTT, JR./LANGDON NEAL/ALISA STARKS"
"2030","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"ASCEND REAL ESTATE GROUP LLC",1100,"MICHAEL SCOTT, JR./LANGDON NEAL/ASCEND REAL ESTATE GROUP LLC"
"2031","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"AVRA PROPERTIES",8400,"MICHAEL SCOTT, JR./LANGDON NEAL/AVRA PROPERTIES"
"2032","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP",10000,"MICHAEL SCOTT, JR./LANGDON NEAL/BRONZEVILLE ASSOCIATES LIMITED PARTNERSHIP"
"2033","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"CENTURY PLATING COMPANY INC",6000,"MICHAEL SCOTT, JR./LANGDON NEAL/CENTURY PLATING COMPANY INC"
"2034","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"CHICAGO BOARD OF EDUCATION",341500,"MICHAEL SCOTT, JR./LANGDON NEAL/CHICAGO BOARD OF EDUCATION"
"2035","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"CHICAGO HOUSING AUTHORITY",21250,"MICHAEL SCOTT, JR./LANGDON NEAL/CHICAGO HOUSING AUTHORITY"
"2036","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"CHICAGO SOUTHWEST DEVELOPMENT CORPORATION",23000,"MICHAEL SCOTT, JR./LANGDON NEAL/CHICAGO SOUTHWEST DEVELOPMENT CORPORATION"
"2037","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"COUNTY OF COOK",10500,"MICHAEL SCOTT, JR./LANGDON NEAL/COUNTY OF COOK"
"2038","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"CRYSTAL PROPERTIES LLC",375,"MICHAEL SCOTT, JR./LANGDON NEAL/CRYSTAL PROPERTIES LLC"
"2039","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"FARPOINT DEVELOPMENT LLC",10500,"MICHAEL SCOTT, JR./LANGDON NEAL/FARPOINT DEVELOPMENT LLC"
"2040","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"FRANKLIN PARTNERS",12000,"MICHAEL SCOTT, JR./LANGDON NEAL/FRANKLIN PARTNERS"
"2041","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"GALACTICA PARTNERS LLC",14100,"MICHAEL SCOTT, JR./LANGDON NEAL/GALACTICA PARTNERS LLC"
"2042","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"HOUSTON 7979 PARKING LLC",39900,"MICHAEL SCOTT, JR./LANGDON NEAL/HOUSTON 7979 PARKING LLC"
"2043","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"M.E. OLSON CONSTRUCTION INC",11300,"MICHAEL SCOTT, JR./LANGDON NEAL/M.E. OLSON CONSTRUCTION INC"
"2044","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)",25500,"MICHAEL SCOTT, JR./LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORP. (AMTRAK)"
"2045","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)",39500,"MICHAEL SCOTT, JR./LANGDON NEAL/NATIONAL RAILROAD PASSENGER CORPORATION (AMTRAK)"
"2046","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"NEW CASTLE PROPERTIES",350,"MICHAEL SCOTT, JR./LANGDON NEAL/NEW CASTLE PROPERTIES"
"2047","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"NORTHWESTERN MEMORIAL HOSPITAL",15250,"MICHAEL SCOTT, JR./LANGDON NEAL/NORTHWESTERN MEMORIAL HOSPITAL"
"2048","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"OGDEN COMMONS JV LLC",45197.4,"MICHAEL SCOTT, JR./LANGDON NEAL/OGDEN COMMONS JV LLC"
"2049","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"PEOPLE READY INC",2500,"MICHAEL SCOTT, JR./LANGDON NEAL/PEOPLE READY INC"
"2050","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"PINALE ENTERPRISES LLC",46500,"MICHAEL SCOTT, JR./LANGDON NEAL/PINALE ENTERPRISES LLC"
"2051","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"PUBLIC BUILDING COMMISSION OF CHICAGO",258700,"MICHAEL SCOTT, JR./LANGDON NEAL/PUBLIC BUILDING COMMISSION OF CHICAGO"
"2052","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"RIVER BEND REAL ESTATE INVESTMENTS LLC",5100,"MICHAEL SCOTT, JR./LANGDON NEAL/RIVER BEND REAL ESTATE INVESTMENTS LLC"
"2053","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"RUSH UNIVERSITY MEDICAL CENTER",99000,"MICHAEL SCOTT, JR./LANGDON NEAL/RUSH UNIVERSITY MEDICAL CENTER"
"2054","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"TERRACO INC",250,"MICHAEL SCOTT, JR./LANGDON NEAL/TERRACO INC"
"2055","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"TERRY PERDUE",500,"MICHAEL SCOTT, JR./LANGDON NEAL/TERRY PERDUE"
"2056","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"THE BARACK OBAMA FOUNDATION",278000,"MICHAEL SCOTT, JR./LANGDON NEAL/THE BARACK OBAMA FOUNDATION"
"2057","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"THE JOHN BUCK COMPANY",12750,"MICHAEL SCOTT, JR./LANGDON NEAL/THE JOHN BUCK COMPANY"
"2058","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"TRIBUNE COMPANY",186500,"MICHAEL SCOTT, JR./LANGDON NEAL/TRIBUNE COMPANY"
"2059","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"WEXFORD SCIENCE & TECHNOLOGY LLC",30000,"MICHAEL SCOTT, JR./LANGDON NEAL/WEXFORD SCIENCE & TECHNOLOGY LLC"
"2060","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"XSC 633 SOUTH  LASALLE ACQUISITION LLC",650,"MICHAEL SCOTT, JR./LANGDON NEAL/XSC 633 SOUTH  LASALLE ACQUISITION LLC"
"2061","MICHAEL SCOTT, JR.","LANGDON NEAL",500,"XSC 633 SOUTH LASALLE ACQUISITION LLC",1300,"MICHAEL SCOTT, JR./LANGDON NEAL/XSC 633 SOUTH LASALLE ACQUISITION LLC"
"2062","MICHAEL SCOTT, JR.","LEWIS POWELL",100,"METROPOLITAN HOUSING DEVELOPMENT CORPORATION",4000,"MICHAEL SCOTT, JR./LEWIS POWELL/METROPOLITAN HOUSING DEVELOPMENT CORPORATION"
"2063","MICHAEL SCOTT, JR.","LUIS ANDRADE",500,"ILLINOIS HOSPITAL ASSOCIATION",10000,"MICHAEL SCOTT, JR./LUIS ANDRADE/ILLINOIS HOSPITAL ASSOCIATION"
"2064","MICHAEL SCOTT, JR.","MALCOLM WEEMS",1500,"IBM",38500,"MICHAEL SCOTT, JR./MALCOLM WEEMS/IBM"
"2065","MICHAEL SCOTT, JR.","MALCOLM WEEMS",1500,"KBS",90000,"MICHAEL SCOTT, JR./MALCOLM WEEMS/KBS"
"2066","MICHAEL SCOTT, JR.","MALCOLM WEEMS",1500,"PALO ALTO NETWORKS",75000,"MICHAEL SCOTT, JR./MALCOLM WEEMS/PALO ALTO NETWORKS"
"2067","MICHAEL SCOTT, JR.","MALCOLM WEEMS",1500,"VENDOR ASSISTANCE PROGRAM LLC",337500,"MICHAEL SCOTT, JR./MALCOLM WEEMS/VENDOR ASSISTANCE PROGRAM LLC"
"2068","MICHAEL SCOTT, JR.","MALCOLM WEEMS",1500,"VMWARE",270000,"MICHAEL SCOTT, JR./MALCOLM WEEMS/VMWARE"
"2069","MICHAEL SCOTT, JR.","MARY MINAGHAN DBA MKM SERVICES",250,"A & R JANITORIAL SERVICE INC",2000,"MICHAEL SCOTT, JR./MARY MINAGHAN DBA MKM SERVICES/A & R JANITORIAL SERVICE INC"
"2070","MICHAEL SCOTT, JR.","MARY MINAGHAN DBA MKM SERVICES",250,"ASSOCIATION OF SUBCONTRACTORS",42650,"MICHAEL SCOTT, JR./MARY MINAGHAN DBA MKM SERVICES/ASSOCIATION OF SUBCONTRACTORS"
"2071","MICHAEL SCOTT, JR.","MARY MINAGHAN DBA MKM SERVICES",250,"BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO",65900,"MICHAEL SCOTT, JR./MARY MINAGHAN DBA MKM SERVICES/BUILDING OWNERS AND MANAGERS ASSOCIATION OF CHICAGO"
"2072","MICHAEL SCOTT, JR.","MARY MINAGHAN DBA MKM SERVICES",250,"CHICAGOLAND APARTMENT ASSOCIATION",56850,"MICHAEL SCOTT, JR./MARY MINAGHAN DBA MKM SERVICES/CHICAGOLAND APARTMENT ASSOCIATION"
"2073","MICHAEL SCOTT, JR.","MARY MINAGHAN DBA MKM SERVICES",250,"HELLMUTH, OBATA & KASSABAUM",26250,"MICHAEL SCOTT, JR./MARY MINAGHAN DBA MKM SERVICES/HELLMUTH, OBATA & KASSABAUM"
